round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time,bias_l2_initial,hdi_length_initial,coverage_initial,bias_l2_refineplus,hdi_length_refineplus,coverage_refineplus
1,1,refined_mcmc,0.42072963663749485,[0.39018655 0.4321341  0.41206678 0.47491225],[1. 1. 0. 1.],0:01:23,0:05:16,0:02:27,[-0.23842281 -0.21313911 -0.23428882 -0.14088455],[-4.99400486 -1.11640754 -0.4418901  -4.9713554 ],[-4.60381831 -0.68427344 -0.02982332 -4.49644316],231.14917373657227,1.728925662183502,[1.0794315 1.2308745 2.4939976 1.578279 ],[1. 1. 0. 1.],0.42072963663749485,[0.39018655 0.4321341  0.41206678 0.47491225],[1. 1. 0. 1.]
