round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time
1,1,refined_mcmc,5.210266671084665,[6.3406613  4.75322631 6.61357888 6.48427906],[1. 1. 1. 1.],0:01:09,0:02:18,0:02:35,[ 2.44876551 -2.71147095 -1.49250887  3.40158328],[-4.87215662 -4.92720135 -4.77502748 -4.6438759 ],[ 1.46850468 -0.17397504  1.8385514   1.84040316],225.35543990135193
