round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time,bias_l2_initial,hdi_length_initial,coverage_initial,bias_l2_refineplus,hdi_length_refineplus,coverage_refineplus
1,1,refined_mcmc,0.057220851081916345,[0.19367546 0.08653284 0.19656608 0.33964389],[1. 1. 1. 1.],0:02:57,0:08:31,0:02:37,[-0.05137601 -0.01090036 -0.01634467 -0.0157723 ],[-4.7521884  -0.74386059 -0.12270291 -4.78490407],[-4.55851294 -0.65732775  0.07386316 -4.44526019],335.6616542339325,0.19525541000187296,[0.6373868  0.31990796 0.39350203 0.36085892],[1. 1. 1. 1.],0.057220851081916345,[0.19367546 0.08653284 0.19656608 0.33964389],[1. 1. 1. 1.]
