round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time,sampling_time
1,1,initial,67.57164596980277,[14.868099 12.808229 11.454278 12.472008],[0. 0. 0. 0.],0:00:07,0:00:00,0:00:00,[-57.06963069 -25.72157908 -16.40540123  19.44859308],[-68.98645  -32.745228 -22.221363   8.540504],[-54.11835  -19.936998 -10.767085  21.012512],7.033415794372559,0.0013568401336669922
