round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time,sampling_time
1,1,initial,5.16948740033468,[6.5377803 5.941965  4.2283483 5.8303413],[1. 1. 1. 0.],0:00:00,0:00:00,0:00:00,[ 3.63477414 -0.60533118 -0.76206779  3.54469233],[-4.6190705 -4.446336  -2.763361  -3.8849974],[1.9187098 1.4956295 1.4649872 1.9453437],0,0.5135438442230225
