round,status,stage,bias_l2,hdi_length,coverage,time_initial,time_refined_plus,time_mcmc,bias_vec,hdi_lower,hdi_upper,training_time,sampling_time
1,1,initial,22.460648943371872,[ 9.858456 16.673168 23.677422 12.305826],[1. 0. 1. 0.],0:00:10,0:00:00,0:00:00,[ -2.50707823 -18.82588816  -3.77406645  11.38146156],[-12.527099   -27.55767    -16.751772     0.28385848],[ -2.6686425 -10.884501    6.9256487  12.5896845],10.802664041519165,0.027835845947265625
