Experiment_Index,m_mmd theta_1,m_mmd theta_2,m_mmd theta_3,m_mmd theta_4,m_mmd theta_5,rm_mmd theta_1,rm_mmd theta_2,rm_mmd theta_3,rm_mmd theta_4,rm_mmd theta_5
1,0.088145375,0.08126688,0.08950338,0.0616662,0.07563628,0.13383976,0.08173392,0.21866068,0.45547912,0.07879474
