round,Bias,RefinePlus_Bias,HDI_Len_Param1,Coverage_Param1,RefinePlus_HDI_Len_Param1,RefinePlus_Coverage_Param1,HDI_Len_Param2,Coverage_Param2,RefinePlus_HDI_Len_Param2,RefinePlus_Coverage_Param2,HDI_Len_Param3,Coverage_Param3,RefinePlus_HDI_Len_Param3,RefinePlus_Coverage_Param3,HDI_Len_Param4,Coverage_Param4,RefinePlus_HDI_Len_Param4,RefinePlus_Coverage_Param4
1,1.728925662183502,0.42072963663749485,1.0794315338134766,1.0,0.39018654693337673,1.0,1.2308745384216309,1.0,0.43213409750457177,1.0,2.493997573852539,0.0,0.41206678086928566,0.0,1.5782790184020996,1.0,0.47491224722209235,1.0
